id,kemendagri_provinsi_kode,kemendagri_kota_kode,kemendagri_kecamatan_kode,kemendagri_provinsi_nama,kemendagri_kota_nama,kemendagri_kecamatan_nama,bps_provinsi_kode,bps_kota_kode,bps_kecamatan_kode,bps_provinsi_nama,bps_kota_nama,bps_kecamatan_nama,latitude,longitude,kode_pos,status_adm
419,32,32.13,32.13.06,JAWA BARAT,KAB. SUBANG,PURWADADI,32,3213,3213120,JAWA BARAT,KABUPATEN SUBANG,PURWADADI,-6.41129,107.6824,41261.0,
420,32,32.13,32.13.07,JAWA BARAT,KAB. SUBANG,PAGADEN,32,3213,3213140,JAWA BARAT,KABUPATEN SUBANG,PAGADEN,-6.45067,107.80954,41252.0,
421,32,32.13,32.13.08,JAWA BARAT,KAB. SUBANG,BINONG,32,3213,3213170,JAWA BARAT,KABUPATEN SUBANG,BINONG,-6.3963,107.79734,41253.0,
422,32,32.13,32.13.09,JAWA BARAT,KAB. SUBANG,CIASEM,32,3213,3213180,JAWA BARAT,KABUPATEN SUBANG,CIASEM,-6.31907,107.6376,41256.0,
423,32,32.13,32.13.10,JAWA BARAT,KAB. SUBANG,PUSAKANAGARA,32,3213,3213200,JAWA BARAT,KABUPATEN SUBANG,PUSAKANAGARA,-6.27967,107.85678,41255.0,
424,32,32.13,32.13.11,JAWA BARAT,KAB. SUBANG,PAMANUKAN,32,3213,3213190,JAWA BARAT,KABUPATEN SUBANG,PAMANUKAN,-6.28443,107.81519,41254.0,
425,32,32.13,32.13.12,JAWA BARAT,KAB. SUBANG,JALANCAGAK,32,3213,3213020,JAWA BARAT,KABUPATEN SUBANG,JALANCAGAK,-6.68948,107.71785,41281.0,
426,32,32.13,32.13.13,JAWA BARAT,KAB. SUBANG,BLANAKAN,32,3213,3213220,JAWA BARAT,KABUPATEN SUBANG,BLANAKAN,-6.27558,107.66681,41259.0,
427,32,32.13,32.13.14,JAWA BARAT,KAB. SUBANG,TANJUNGSIANG,32,3213,3213040,JAWA BARAT,KABUPATEN SUBANG,TANJUNGSIANG,-6.75305,107.81113,41284.0,
428,32,32.13,32.13.15,JAWA BARAT,KAB. SUBANG,COMPRENG,32,3213,3213160,JAWA BARAT,KABUPATEN SUBANG,COMPRENG,-6.35351,107.87531,41258.0,
429,32,32.13,32.13.16,JAWA BARAT,KAB. SUBANG,PATOKBEUSI,32,3213,3213110,JAWA BARAT,KABUPATEN SUBANG,PATOKBEUSI,-6.36218,107.58501,41263.0,
430,32,32.13,32.13.17,JAWA BARAT,KAB. SUBANG,CIBOGO,32,3213,3213060,JAWA BARAT,KABUPATEN SUBANG,CIBOGO,-6.55814,107.81375,41285.0,
431,32,32.13,32.13.18,JAWA BARAT,KAB. SUBANG,CIPUNAGARA,32,3213,3213150,JAWA BARAT,KABUPATEN SUBANG,CIPUNAGARA,-6.46284,107.86503,41257.0,
432,32,32.13,32.13.19,JAWA BARAT,KAB. SUBANG,CIJAMBE,32,3213,3213050,JAWA BARAT,KABUPATEN SUBANG,CIJAMBE,-6.63245,107.72279,41286.0,
433,32,32.13,32.13.20,JAWA BARAT,KAB. SUBANG,CIPEUNDEUY,32,3213,3213090,JAWA BARAT,KABUPATEN SUBANG,CIPEUNDEUY,-6.49903,107.58506,41272.0,
434,32,32.13,32.13.21,JAWA BARAT,KAB. SUBANG,LEGONKULON,32,3213,3213210,JAWA BARAT,KABUPATEN SUBANG,LEGONKULON,-6.23971,107.80058,41267.0,
435,32,32.13,32.13.22,JAWA BARAT,KAB. SUBANG,CIKAUM,32,3213,3213130,JAWA BARAT,KABUPATEN SUBANG,CIKAUM,-6.41318,107.7456,41264.0,
436,32,32.13,32.13.23,JAWA BARAT,KAB. SUBANG,SERANGPANJANG,32,3213,3213011,JAWA BARAT,KABUPATEN SUBANG,SERANGPANJANG,-6.66626,107.6101,41287.0,
437,32,32.13,32.13.24,JAWA BARAT,KAB. SUBANG,SUKASARI,32,3213,3213191,JAWA BARAT,KABUPATEN SUBANG,SUKASARI,-6.29391,107.77546,41268.0,
438,32,32.13,32.13.25,JAWA BARAT,KAB. SUBANG,TAMBAKDAHAN,32,3213,3213171,JAWA BARAT,KABUPATEN SUBANG,TAMBAKDAHAN,-6.35326,107.81396,41265.0,
439,32,32.13,32.13.26,JAWA BARAT,KAB. SUBANG,KASOMALANG,32,3213,3213031,JAWA BARAT,KABUPATEN SUBANG,KASOMALANG,-6.69548,107.74649,41289.0,
440,32,32.13,32.13.27,JAWA BARAT,KAB. SUBANG,DAWUAN,32,3213,3213081,JAWA BARAT,KABUPATEN SUBANG,DAWUAN,-6.54382,107.70478,41273.0,
441,32,32.13,32.13.28,JAWA BARAT,KAB. SUBANG,PAGADEN BARAT,32,3213,3213141,JAWA BARAT,KABUPATEN SUBANG,PAGADEN BARAT,-6.47919,107.77254,41274.0,
442,32,32.13,32.13.29,JAWA BARAT,KAB. SUBANG,CIATER,32,3213,3213021,JAWA BARAT,KABUPATEN SUBANG,CIATER,-6.73545,107.64846,41288.0,
443,32,32.13,32.13.30,JAWA BARAT,KAB. SUBANG,PUSAKAJAYA,32,3213,3213201,JAWA BARAT,KABUPATEN SUBANG,PUSAKAJAYA,-6.29558,107.87145,41266.0,
444,32,32.14,32.14.01,JAWA BARAT,KAB. PURWAKARTA,PURWAKARTA,32,3214,3214100,JAWA BARAT,KABUPATEN PURWAKARTA,PURWAKARTA,-6.65304,107.41706,41163.0,
445,32,32.14,32.14.02,JAWA BARAT,KAB. PURWAKARTA,CAMPAKA,32,3214,3214110,JAWA BARAT,KABUPATEN PURWAKARTA,CAMPAKA,-6.50754,107.48488,41181.0,
446,32,32.14,32.14.03,JAWA BARAT,KAB. PURWAKARTA,JATILUHUR,32,3214,3214010,JAWA BARAT,KABUPATEN PURWAKARTA,JATILUHUR,-6.52843,107.40934,41152.0,
447,32,32.14,32.14.04,JAWA BARAT,KAB. PURWAKARTA,PLERED,32,3214,3214040,JAWA BARAT,KABUPATEN PURWAKARTA,PLERED,-6.64146,107.38816,41162.0,
448,32,32.14,32.14.05,JAWA BARAT,KAB. PURWAKARTA,SUKATANI,32,3214,3214050,JAWA BARAT,KABUPATEN PURWAKARTA,SUKATANI,-6.61443,107.4187,41167.0,
449,32,32.14,32.14.06,JAWA BARAT,KAB. PURWAKARTA,DARANGDAN,32,3214,3214060,JAWA BARAT,KABUPATEN PURWAKARTA,DARANGDAN,-6.67611,107.42737,41163.0,
450,32,32.14,32.14.07,JAWA BARAT,KAB. PURWAKARTA,MANIIS,32,3214,3214020,JAWA BARAT,KABUPATEN PURWAKARTA,MANIIS,-6.69935,107.31683,41166.0,
451,32,32.14,32.14.08,JAWA BARAT,KAB. PURWAKARTA,TEGALWARU,32,3214,3214030,JAWA BARAT,KABUPATEN PURWAKARTA,TEGAL WARU,-6.64854,107.34016,41165.0,
452,32,32.14,32.14.09,JAWA BARAT,KAB. PURWAKARTA,WANAYASA,32,3214,3214080,JAWA BARAT,KABUPATEN PURWAKARTA,WANAYASA,-6.6801,107.55541,41174.0,
453,32,32.14,32.14.10,JAWA BARAT,KAB. PURWAKARTA,PASAWAHAN,32,3214,3214090,JAWA BARAT,KABUPATEN PURWAKARTA,PASAWAHAN,-6.57462,107.47273,41172.0,
454,32,32.14,32.14.11,JAWA BARAT,KAB. PURWAKARTA,BOJONG,32,3214,3214070,JAWA BARAT,KABUPATEN PURWAKARTA,BOJONG,-6.70552,107.50729,41164.0,
455,32,32.14,32.14.12,JAWA BARAT,KAB. PURWAKARTA,BABAKANCIKAO,32,3214,3214101,JAWA BARAT,KABUPATEN PURWAKARTA,BABAKANCIKAO,-6.51029,107.42506,41151.0,
456,32,32.14,32.14.13,JAWA BARAT,KAB. PURWAKARTA,BUNGURSARI,32,3214,3214112,JAWA BARAT,KABUPATEN PURWAKARTA,BUNGURSARI,-6.48326,107.47964,41182.0,
457,32,32.14,32.14.14,JAWA BARAT,KAB. PURWAKARTA,CIBATU,32,3214,3214111,JAWA BARAT,KABUPATEN PURWAKARTA,CIBATU,-6.5001,107.53675,41183.0,
458,32,32.14,32.14.15,JAWA BARAT,KAB. PURWAKARTA,SUKASARI,32,3214,3214011,JAWA BARAT,KABUPATEN PURWAKARTA,SUKASARI,-6.53789,107.29429,41153.0,
459,32,32.14,32.14.16,JAWA BARAT,KAB. PURWAKARTA,PONDOKSALAM,32,3214,3214091,JAWA BARAT,KABUPATEN PURWAKARTA,PONDOK SALAM,-6.62149,107.49957,41173.0,
460,32,32.14,32.14.17,JAWA BARAT,KAB. PURWAKARTA,KIARAPEDES,32,3214,3214081,JAWA BARAT,KABUPATEN PURWAKARTA,KIARAPEDES,-6.64975,107.56451,41175.0,
461,32,32.15,32.15.01,JAWA BARAT,KAB. KARAWANG,KARAWANG BARAT,32,3215,3215113,JAWA BARAT,KABUPATEN KARAWANG,KARAWANG BARAT,-6.35686,107.26599,41341.0,
462,32,32.15,32.15.02,JAWA BARAT,KAB. KARAWANG,PANGKALAN,32,3215,3215010,JAWA BARAT,KABUPATEN KARAWANG,PANGKALAN,-6.48787,107.2167,41362.0,
463,32,32.15,32.15.03,JAWA BARAT,KAB. KARAWANG,TELUKJAMBE TIMUR,32,3215,3215031,JAWA BARAT,KABUPATEN KARAWANG,TELUKJAMBE TIMUR,-6.34133,107.28886,41334.0,
464,32,32.15,32.15.04,JAWA BARAT,KAB. KARAWANG,CIAMPEL,32,3215,3215020,JAWA BARAT,KABUPATEN KARAWANG,CIAMPEL,-6.36522,107.32183,41363.0,
465,32,32.15,32.15.05,JAWA BARAT,KAB. KARAWANG,KLARI,32,3215,3215040,JAWA BARAT,KABUPATEN KARAWANG,KLARI,-6.34627,107.35873,41371.0,
466,32,32.15,32.15.06,JAWA BARAT,KAB. KARAWANG,RENGASDENGKLOK,32,3215,3215150,JAWA BARAT,KABUPATEN KARAWANG,RENGASDENGKLOK,-6.20235,107.29987,41352.0,
467,32,32.15,32.15.07,JAWA BARAT,KAB. KARAWANG,KUTAWALUYA,32,3215,3215140,JAWA BARAT,KABUPATEN KARAWANG,KUTAWALUYA,-6.14555,107.33591,41358.0,
468,32,32.15,32.15.08,JAWA BARAT,KAB. KARAWANG,BATUJAYA,32,3215,3215190,JAWA BARAT,KABUPATEN KARAWANG,BATUJAYA,-6.06247,107.1806,41354.0,
469,32,32.15,32.15.09,JAWA BARAT,KAB. KARAWANG,TIRTAJAYA,32,3215,3215180,JAWA BARAT,KABUPATEN KARAWANG,TIRTAJAYA,-6.04805,107.26826,41357.0,
470,32,32.15,32.15.10,JAWA BARAT,KAB. KARAWANG,PEDES,32,3215,3215160,JAWA BARAT,KABUPATEN KARAWANG,PEDES,-6.09916,107.38198,41353.0,
471,32,32.15,32.15.11,JAWA BARAT,KAB. KARAWANG,CIBUAYA,32,3215,3215170,JAWA BARAT,KABUPATEN KARAWANG,CIBUAYA,-6.05345,107.3527,41356.0,
472,32,32.15,32.15.12,JAWA BARAT,KAB. KARAWANG,PAKISJAYA,32,3215,3215200,JAWA BARAT,KABUPATEN KARAWANG,PAKISJAYA,-6.01289,107.11959,41355.0,
473,32,32.15,32.15.13,JAWA BARAT,KAB. KARAWANG,CIKAMPEK,32,3215,3215050,JAWA BARAT,KABUPATEN KARAWANG,CIKAMPEK,-6.41565,107.4428,41373.0,
474,32,32.15,32.15.14,JAWA BARAT,KAB. KARAWANG,JATISARI,32,3215,3215070,JAWA BARAT,KABUPATEN KARAWANG,JATISARI,-6.36973,107.52824,41374.0,
475,32,32.15,32.15.15,JAWA BARAT,KAB. KARAWANG,CILAMAYA WETAN,32,3215,3215081,JAWA BARAT,KABUPATEN KARAWANG,CILAMAYA WETAN,-6.2435,107.58633,41384.0,
476,32,32.15,32.15.16,JAWA BARAT,KAB. KARAWANG,TIRTAMULYA,32,3215,3215060,JAWA BARAT,KABUPATEN KARAWANG,TIRTAMULYA,-6.34911,107.46807,41372.0,
477,32,32.15,32.15.17,JAWA BARAT,KAB. KARAWANG,TELAGASARI,32,3215,3215100,JAWA BARAT,KABUPATEN KARAWANG,TALAGASARI,-6.2839,107.38399,41381.0,
478,32,32.15,32.15.18,JAWA BARAT,KAB. KARAWANG,RAWAMERTA,32,3215,3215120,JAWA BARAT,KABUPATEN KARAWANG,RAWAMERTA,-6.24041,107.33423,41382.0,
479,32,32.15,32.15.19,JAWA BARAT,KAB. KARAWANG,LEMAHABANG,32,3215,3215090,JAWA BARAT,KABUPATEN KARAWANG,LEMAHABANG,-6.27889,107.45009,41383.0,
480,32,32.15,32.15.20,JAWA BARAT,KAB. KARAWANG,TEMPURAN,32,3215,3215130,JAWA BARAT,KABUPATEN KARAWANG,TEMPURAN,-6.18049,107.47954,41385.0,
481,32,32.15,32.15.21,JAWA BARAT,KAB. KARAWANG,MAJALAYA,32,3215,3215111,JAWA BARAT,KABUPATEN KARAWANG,MAJALAYA,-6.29473,107.36578,41388.0,
482,32,32.15,32.15.22,JAWA BARAT,KAB. KARAWANG,JAYAKERTA,32,3215,3215151,JAWA BARAT,KABUPATEN KARAWANG,JAYAKERTA,-6.09321,107.31425,41359.0,
483,32,32.15,32.15.23,JAWA BARAT,KAB. KARAWANG,CILAMAYA KULON,32,3215,3215082,JAWA BARAT,KABUPATEN KARAWANG,CILAMAYA KULON,-6.22601,107.51126,41386.0,
484,32,32.15,32.15.24,JAWA BARAT,KAB. KARAWANG,BANYUSARI,32,3215,3215071,JAWA BARAT,KABUPATEN KARAWANG,BANYUSARI,-6.30704,107.54775,41375.0,
485,32,32.15,32.15.25,JAWA BARAT,KAB. KARAWANG,KOTA BARU,32,3215,3215072,JAWA BARAT,KABUPATEN KARAWANG,KOTABARU,-6.40196,107.47827,41377.0,
486,32,32.15,32.15.26,JAWA BARAT,KAB. KARAWANG,KARAWANG TIMUR,32,3215,3215112,JAWA BARAT,KABUPATEN KARAWANG,KARAWANG TIMUR,-6.29374,107.32439,41326.0,
487,32,32.15,32.15.27,JAWA BARAT,KAB. KARAWANG,TELUKJAMBE BARAT,32,3215,3215032,JAWA BARAT,KABUPATEN KARAWANG,TELUKJAMBE BARAT,-6.37349,107.22335,41347.0,
488,32,32.15,32.15.28,JAWA BARAT,KAB. KARAWANG,TEGALWARU,32,3215,3215011,JAWA BARAT,KABUPATEN KARAWANG,TEGALWARU,-6.26691,107.57052,41384.0,
489,32,32.15,32.15.29,JAWA BARAT,KAB. KARAWANG,PURWASARI,32,3215,3215051,JAWA BARAT,KABUPATEN KARAWANG,PURWASARI,-6.38876,107.40994,41376.0,
490,32,32.15,32.15.30,JAWA BARAT,KAB. KARAWANG,CILEBAR,32,3215,3215161,JAWA BARAT,KABUPATEN KARAWANG,CILEBAR,-6.12033,107.40332,41387.0,
491,32,32.16,32.16.01,JAWA BARAT,KAB. BEKASI,TARUMAJAYA,32,3216,3216100,JAWA BARAT,KABUPATEN BEKASI,TARUMAJAYA,-6.12993,106.99175,17213.0,
492,32,32.16,32.16.02,JAWA BARAT,KAB. BEKASI,BABELAN,32,3216,3216090,JAWA BARAT,KABUPATEN BEKASI,BABELAN,-6.16098,107.0192,17611.0,
493,32,32.16,32.16.03,JAWA BARAT,KAB. BEKASI,SUKAWANGI,32,3216,3216111,JAWA BARAT,KABUPATEN BEKASI,SUKAWANGI,-6.13483,107.14204,17643.0,
494,32,32.16,32.16.04,JAWA BARAT,KAB. BEKASI,TAMBELANG,32,3216,3216110,JAWA BARAT,KABUPATEN BEKASI,TAMBELANG,-6.15621,107.1278,17625.0,
495,32,32.16,32.16.05,JAWA BARAT,KAB. BEKASI,TAMBUN UTARA,32,3216,3216082,JAWA BARAT,KABUPATEN BEKASI,TAMBUN UTARA,-6.19201,107.06059,17565.0,
496,32,32.16,32.16.06,JAWA BARAT,KAB. BEKASI,TAMBUN SELATAN,32,3216,3216081,JAWA BARAT,KABUPATEN BEKASI,TAMBUN SELATAN,-6.26329,107.06072,17511.0,
497,32,32.16,32.16.07,JAWA BARAT,KAB. BEKASI,CIBITUNG,32,3216,3216070,JAWA BARAT,KABUPATEN BEKASI,CIBITUNG,-6.26221,107.08287,17521.0,
498,32,32.16,32.16.08,JAWA BARAT,KAB. BEKASI,CIKARANG BARAT,32,3216,3216071,JAWA BARAT,KABUPATEN BEKASI,CIKARANG BARAT,-6.32468,107.08645,17845.0,
499,32,32.16,32.16.09,JAWA BARAT,KAB. BEKASI,CIKARANG UTARA,32,3216,3216061,JAWA BARAT,KABUPATEN BEKASI,CIKARANG UTARA,-6.27182,107.14925,17835.0,
500,32,32.16,32.16.10,JAWA BARAT,KAB. BEKASI,KARANG BAHAGIA,32,3216,3216062,JAWA BARAT,KABUPATEN BEKASI,KARANGBAHAGIA,-6.20472,107.20148,17531.0,
501,32,32.16,32.16.11,JAWA BARAT,KAB. BEKASI,CIKARANG TIMUR,32,3216,3216041,JAWA BARAT,KABUPATEN BEKASI,CIKARANG TIMUR,-6.27765,107.18339,17822.0,
502,32,32.16,32.16.12,JAWA BARAT,KAB. BEKASI,KEDUNG WARINGIN,32,3216,3216050,JAWA BARAT,KABUPATEN BEKASI,KEDUNGWARINGIN,-6.26854,107.26038,17541.0,
503,32,32.16,32.16.13,JAWA BARAT,KAB. BEKASI,PEBAYURAN,32,3216,3216130,JAWA BARAT,KABUPATEN BEKASI,PEBAYURAN,-6.13773,107.2745,17710.0,
504,32,32.16,32.16.14,JAWA BARAT,KAB. BEKASI,SUKAKARYA,32,3216,3216121,JAWA BARAT,KABUPATEN BEKASI,SUKAKARYA,-6.14506,107.17443,17641.0,
505,32,32.16,32.16.15,JAWA BARAT,KAB. BEKASI,SUKATANI,32,3216,3216120,JAWA BARAT,KABUPATEN BEKASI,SUKATANI,-6.13483,107.14204,17643.0,
506,32,32.16,32.16.16,JAWA BARAT,KAB. BEKASI,CABANGBUNGIN,32,3216,3216140,JAWA BARAT,KABUPATEN BEKASI,CABANGBUNGIN,-6.07931,107.14166,17728.0,
507,32,32.16,32.16.17,JAWA BARAT,KAB. BEKASI,MUARAGEMBONG,32,3216,3216150,JAWA BARAT,KABUPATEN BEKASI,MUARA GEMBONG,-5.99626,107.05075,17731.0,
508,32,32.16,32.16.18,JAWA BARAT,KAB. BEKASI,SETU,32,3216,3216010,JAWA BARAT,KABUPATEN BEKASI,SETU,-6.36372,107.03777,17324.0,
509,32,32.16,32.16.19,JAWA BARAT,KAB. BEKASI,CIKARANG SELATAN,32,3216,3216023,JAWA BARAT,KABUPATEN BEKASI,CIKARANG SELATAN,-6.36265,107.12629,17854.0,
510,32,32.16,32.16.20,JAWA BARAT,KAB. BEKASI,CIKARANG PUSAT,32,3216,3216022,JAWA BARAT,KABUPATEN BEKASI,CIKARANG PUSAT,-6.37445,107.17416,17811.0,
511,32,32.16,32.16.21,JAWA BARAT,KAB. BEKASI,SERANG BARU,32,3216,3216021,JAWA BARAT,KABUPATEN BEKASI,SERANG BARU,-6.38163,107.10859,17332.0,
512,32,32.16,32.16.22,JAWA BARAT,KAB. BEKASI,CIBARUSAH,32,3216,3216030,JAWA BARAT,KABUPATEN BEKASI,CIBARUSAH,-6.44665,107.11649,17344.0,
513,32,32.16,32.16.23,JAWA BARAT,KAB. BEKASI,BOJONGMANGU,32,3216,3216031,JAWA BARAT,KABUPATEN BEKASI,BOJONGMANGU,-6.44043,107.19965,17451.0,
514,32,32.17,32.17.01,JAWA BARAT,KAB. BANDUNG BARAT,LEMBANG,32,3217,3217120,JAWA BARAT,KABUPATEN BANDUNG BARAT,LEMBANG,-6.81721,107.62178,40791.0,
515,32,32.17,32.17.02,JAWA BARAT,KAB. BANDUNG BARAT,PARONGPONG,32,3217,3217110,JAWA BARAT,KABUPATEN BANDUNG BARAT,PARONGPONG,-6.79929,107.58345,40759.0,
516,32,32.17,32.17.03,JAWA BARAT,KAB. BANDUNG BARAT,CISARUA,32,3217,3217130,JAWA BARAT,KABUPATEN BANDUNG BARAT,CISARUA,-6.80185,107.53838,40751.0,
517,32,32.17,32.17.04,JAWA BARAT,KAB. BANDUNG BARAT,CIKALONGWETAN,32,3217,3217140,JAWA BARAT,KABUPATEN BANDUNG BARAT,CIKALONG WETAN,-6.74372,107.44544,40756.0,
518,32,32.17,32.17.05,JAWA BARAT,KAB. BANDUNG BARAT,CIPEUNDEUY,32,3217,3217150,JAWA BARAT,KABUPATEN BANDUNG BARAT,CIPEUNDEUY,-6.74142,107.35538,40758.0,
519,32,32.17,32.17.06,JAWA BARAT,KAB. BANDUNG BARAT,NGAMPRAH,32,3217,3217100,JAWA BARAT,KABUPATEN BANDUNG BARAT,NGAMPRAH,-6.82972,107.50718,40721.0,
520,32,32.17,32.17.07,JAWA BARAT,KAB. BANDUNG BARAT,CIPATAT,32,3217,3217080,JAWA BARAT,KABUPATEN BANDUNG BARAT,CIPATAT,-6.82542,107.38205,40754.0,
521,32,32.17,32.17.08,JAWA BARAT,KAB. BANDUNG BARAT,PADALARANG,32,3217,3217090,JAWA BARAT,KABUPATEN BANDUNG BARAT,PADALARANG,-6.84425,107.46715,40711.0,
522,32,32.17,32.17.09,JAWA BARAT,KAB. BANDUNG BARAT,BATUJAJAR,32,3217,3217070,JAWA BARAT,KABUPATEN BANDUNG BARAT,BATUJAJAR,-6.89015,107.36079,40561.0,
523,32,32.17,32.17.10,JAWA BARAT,KAB. BANDUNG BARAT,CIHAMPELAS,32,3217,3217050,JAWA BARAT,KABUPATEN BANDUNG BARAT,CIHAMPELAS,-6.91898,107.46794,40767.0,
524,32,32.17,32.17.11,JAWA BARAT,KAB. BANDUNG BARAT,CILILIN,32,3217,3217040,JAWA BARAT,KABUPATEN BANDUNG BARAT,CILILIN,-6.9473,107.44928,40762.0,
525,32,32.17,32.17.12,JAWA BARAT,KAB. BANDUNG BARAT,CIPONGKOR,32,3217,3217060,JAWA BARAT,KABUPATEN BANDUNG BARAT,CIPONGKOR,-6.94381,107.35116,40764.0,
526,32,32.17,32.17.13,JAWA BARAT,KAB. BANDUNG BARAT,RONGGA,32,3217,3217010,JAWA BARAT,KABUPATEN BANDUNG BARAT,RONGGA,-6.97006,107.2564,40766.0,
527,32,32.17,32.17.14,JAWA BARAT,KAB. BANDUNG BARAT,SINDANGKERTA,32,3217,3217030,JAWA BARAT,KABUPATEN BANDUNG BARAT,SINDANGKERTA,-6.97806,107.41718,40763.0,
528,32,32.17,32.17.15,JAWA BARAT,KAB. BANDUNG BARAT,GUNUNGHALU,32,3217,3217020,JAWA BARAT,KABUPATEN BANDUNG BARAT,GUNUNGHALU,-7.06204,107.34276,40765.0,
529,32,32.17,32.17.16,JAWA BARAT,KAB. BANDUNG BARAT,SAGULING,32,3217,3217071,JAWA BARAT,KABUPATEN BANDUNG BARAT,SAGULING,-6.8952,107.37254,40561.0,
530,32,32.18,32.18.01,JAWA BARAT,KAB. PANGANDARAN,PARIGI,32,3218,3218050,JAWA BARAT,KABUPATEN PANGANDARAN,PARIGI,-7.51325,108.66181,46584.0,
531,32,32.18,32.18.02,JAWA BARAT,KAB. PANGANDARAN,CIJULANG,32,3218,3218020,JAWA BARAT,KABUPATEN PANGANDARAN,CIJULANG,-7.68081,108.6461,46596.0,
532,32,32.18,32.18.03,JAWA BARAT,KAB. PANGANDARAN,CIMERAK,32,3218,3218010,JAWA BARAT,KABUPATEN PANGANDARAN,CIMERAK,-7.50067,108.62878,46283.0,
533,32,32.18,32.18.04,JAWA BARAT,KAB. PANGANDARAN,CIGUGUR,32,3218,3218030,JAWA BARAT,KABUPATEN PANGANDARAN,CIGUGUR,-7.63335,108.74286,46597.0,
534,32,32.18,32.18.05,JAWA BARAT,KAB. PANGANDARAN,LANGKAPLANCAR,32,3218,3218040,JAWA BARAT,KABUPATEN PANGANDARAN,LANGKAPLANCAR,-7.56945,108.50156,46591.0,
535,32,32.18,32.18.06,JAWA BARAT,KAB. PANGANDARAN,MANGUNJAYA,32,3218,3218100,JAWA BARAT,KABUPATEN PANGANDARAN,MANGUNJAYA,-7.42754,108.55863,46282.0,
536,32,32.18,32.18.07,JAWA BARAT,KAB. PANGANDARAN,PADAHERANG,32,3218,3218090,JAWA BARAT,KABUPATEN PANGANDARAN,PADAHERANG,-7.5476,108.69452,46584.0,
537,32,32.18,32.18.08,JAWA BARAT,KAB. PANGANDARAN,KALIPUCANG,32,3218,3218080,JAWA BARAT,KABUPATEN PANGANDARAN,KALIPUCANG,-7.66454,108.72395,46597.0,
538,32,32.18,32.18.09,JAWA BARAT,KAB. PANGANDARAN,PANGANDARAN,32,3218,3218070,JAWA BARAT,KABUPATEN PANGANDARAN,PANGANDARAN,-7.70334,108.6584,46596.0,
539,32,32.18,32.18.10,JAWA BARAT,KAB. PANGANDARAN,SIDAMULIH,32,3218,3218060,JAWA BARAT,KABUPATEN PANGANDARAN,SIDAMULIH,-7.51325,108.66181,46584.0,
540,32,32.71,32.71.01,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,32,3271,3271010,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,-6.66554,106.83749,16139.0,
541,32,32.71,32.71.02,JAWA BARAT,KOTA BOGOR,BOGOR TIMUR,32,3271,3271020,JAWA BARAT,KOTA BOGOR,BOGOR TIMUR,-6.62281,106.82432,16144.0,
542,32,32.71,32.71.03,JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,32,3271,3271040,JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,-6.59375,106.79865,16122.0,
543,32,32.71,32.71.04,JAWA BARAT,KOTA BOGOR,BOGOR BARAT,32,3271,3271050,JAWA BARAT,KOTA BOGOR,BOGOR BARAT,-6.59067,106.77443,16118.0,
544,32,32.71,32.71.05,JAWA BARAT,KOTA BOGOR,BOGOR UTARA,32,3271,3271030,JAWA BARAT,KOTA BOGOR,BOGOR UTARA,-6.57446,106.81754,16152.0,
545,32,32.71,32.71.06,JAWA BARAT,KOTA BOGOR,TANAH SAREAL,32,3271,3271060,JAWA BARAT,KOTA BOGOR,TANAH SEREAL,-6.57465,106.80118,16161.0,
546,32,32.72,32.72.01,JAWA BARAT,KOTA SUKABUMI,GUNUNGPUYUH,32,3272,3272040,JAWA BARAT,KOTA SUKABUMI,GUNUNG PUYUH,-6.91724,106.91911,43121.0,
547,32,32.72,32.72.02,JAWA BARAT,KOTA SUKABUMI,CIKOLE,32,3272,3272050,JAWA BARAT,KOTA SUKABUMI,CIKOLE,-6.91341,106.93741,43113.0,
548,32,32.72,32.72.03,JAWA BARAT,KOTA SUKABUMI,CITAMIANG,32,3272,3272020,JAWA BARAT,KOTA SUKABUMI,CITAMIANG,-6.93681,106.93158,43144.0,
549,32,32.72,32.72.04,JAWA BARAT,KOTA SUKABUMI,WARUDOYONG,32,3272,3272030,JAWA BARAT,KOTA SUKABUMI,WARUDOYONG,-6.9282,106.91575,43132.0,
550,32,32.72,32.72.05,JAWA BARAT,KOTA SUKABUMI,BAROS,32,3272,3272010,JAWA BARAT,KOTA SUKABUMI,BAROS,-6.95913,106.9256,43166.0,
551,32,32.72,32.72.06,JAWA BARAT,KOTA SUKABUMI,LEMBURSITU,32,3272,3272011,JAWA BARAT,KOTA SUKABUMI,LEMBURSITU,-6.97155,106.90434,43168.0,
552,32,32.72,32.72.07,JAWA BARAT,KOTA SUKABUMI,CIBEUREUM,32,3272,3272012,JAWA BARAT,KOTA SUKABUMI,CIBEUREUM,-6.94012,106.94727,43165.0,
553,32,32.73,32.73.01,JAWA BARAT,KOTA BANDUNG,SUKASARI,32,3273,3273250,JAWA BARAT,KOTA BANDUNG,SUKASARI,-6.86657,107.58773,40153.0,
554,32,32.73,32.73.02,JAWA BARAT,KOTA BANDUNG,COBLONG,32,3273,3273230,JAWA BARAT,KOTA BANDUNG,COBLONG,-6.89076,107.61696,40132.0,
